id,reportId,language,languageStyle,text,originalSyntheticText,sourceType,category,incidentCategory,severity,route,responsibleUnit,technicalIndicators,personalInformationLabels,incidentClusterId,expectedRedactedText,annotatorNotes,split
SYN-241,SYN-241,Nigerian Pidgin,Nigerian Pidgin,Dem steal my official phone and email still dey login inside,Dem steal my official phone and email still dey login inside,TXT,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,None,CL-05-08,Dem steal my official phone and email still dey login inside,Deterministic synthetic example; human validation required.,test
SYN-518,SYN-518,English,English,An employee used privileged access outside approved duties on email,An employee used privileged access outside approved duties on email,Image,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-03,An employee used privileged access outside approved duties on email,Deterministic synthetic example; human validation required.,train
SYN-554,SYN-554,English,English,The test page reveals software version details at https://verify-3.example.test/login Reported by user3@example.test on 08030000003.,The test page reveals software version details at https://verify-3.example.test/login Reported by user3@example.test on 08030000003.,Image,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-3.example.test/login,Email; Nigerian telephone number,CL-12-00,The test page reveals software version details at https://verify-3.example.test/login Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-411,SYN-411,English,English,A fake invoice changed the payment account for payroll,A fake invoice changed the payment account for payroll,Image,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-02,A fake invoice changed the payment account for payroll,Deterministic synthetic example; human validation required.,train
SYN-163,SYN-163,Nigerian Pidgin,Nigerian Pidgin,Antivirus see malware for email after I open attachment wey I no know Reported by user12@example.test on 08030000012.,Antivirus see malware for email after I open attachment wey I no know Reported by user12@example.test on 08030000012.,TXT,Malware,Malware,High,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-04-02,Antivirus see malware for email after I open attachment wey I no know Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-595,SYN-595,Nigerian Pidgin,Nigerian Pidgin,Researcher find input validation problem for library,Researcher find input validation problem for library,Screenshot,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,,None,CL-12-08,Researcher find input validation problem for library,Deterministic synthetic example; human validation required.,test
SYN-698,SYN-698,English,English,The screen changed and I am not sure whether it is a security issue,The screen changed and I am not sure whether it is a security issue,TXT,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,None,CL-14-09,The screen changed and I am not sure whether it is a security issue,Deterministic synthetic example; human validation required.,test
SYN-426,SYN-426,English,English,The finance transfer was redirected after a supplier email change,The finance transfer was redirected after a supplier email change,PDF,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-05,The finance transfer was redirected after a supplier email change,Deterministic synthetic example; human validation required.,train
SYN-264,SYN-264,English,English,My printer is offline and the help desk page will not load,My printer is offline and the help desk page will not load,Offline submission,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-02,My printer is offline and the help desk page will not load,Deterministic synthetic example; human validation required.,train
SYN-313,SYN-313,Nigerian Pidgin,Nigerian Pidgin,Student record for email show for public folder Reported by user12@example.test on 08030000012.,Student record for email show for public folder Reported by user12@example.test on 08030000012.,TXT,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,Email; Nigerian telephone number,CL-07-02,Student record for email show for public folder Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-696,SYN-696,English,English,The screen changed and I am not sure whether it is a security issue Reported by user45@example.test on 08030000045.,The screen changed and I am not sure whether it is a security issue Reported by user45@example.test on 08030000045.,Image,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,Email; Nigerian telephone number,CL-14-09,The screen changed and I am not sure whether it is a security issue Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,test
SYN-558,SYN-558,English,English,The test page reveals software version details at https://verify-7.example.test/login,The test page reveals software version details at https://verify-7.example.test/login,Web form,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-7.example.test/login,None,CL-12-01,The test page reveals software version details at https://verify-7.example.test/login,Deterministic synthetic example; human validation required.,train
SYN-594,SYN-594,English,English,The test page reveals software version details at https://verify-43.example.test/login,The test page reveals software version details at https://verify-43.example.test/login,Email,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-43.example.test/login,None,CL-12-08,The test page reveals software version details at https://verify-43.example.test/login,Deterministic synthetic example; human validation required.,test
SYN-347,SYN-347,English,English,A public folder exposed student records from student portal,A public folder exposed student records from student portal,PDF,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,None,CL-07-09,A public folder exposed student records from student portal,Deterministic synthetic example; human validation required.,test
SYN-395,SYN-395,Nigerian Pidgin,Nigerian Pidgin,Person wey we no know enter library as admin from 192.0.2.45,Person wey we no know enter library as admin from 192.0.2.45,Screenshot,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,192.0.2.45,None,CL-08-08,Person wey we no know enter library as admin from 192.0.2.45,Deterministic synthetic example; human validation required.,test
SYN-326,SYN-326,English,English,Confidential records were emailed to the wrong recipient from payroll,Confidential records were emailed to the wrong recipient from payroll,PDF,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,None,CL-07-05,Confidential records were emailed to the wrong recipient from payroll,Deterministic synthetic example; human validation required.,train
SYN-684,SYN-684,English,English,The screen changed and I am not sure whether it is a security issue Reported by user33@example.test on 08030000033.,The screen changed and I am not sure whether it is a security issue Reported by user33@example.test on 08030000033.,TXT,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,Email; Nigerian telephone number,CL-14-06,The screen changed and I am not sure whether it is a security issue Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
